trip_id,base_fare,surcharge,total_cost,billing_month
T003336,15,3.4,93.4,2026-07
T003337,15,19.7,112.7,2026-07
T003338,15,13.3,101.3,2026-07
T003339,40,22.2,158.5,2026-07
T003340,40,14.8,152.0,2026-07
T003341,40,2.7,139.9,2026-07
T003342,40,12.9,143.8,2026-07
T003343,40,6.7,133.1,2026-07
T003344,40,4.4,134.4,2026-07
T003345,80,2.3,316.1,2026-07
T003346,80,26.8,347.6,2026-07
T003347,80,2.9,315.3,2026-07
T003348,80,3.7,327.3,2026-07
T003349,80,0.5,307.3,2026-07
T003350,80,6.1,338.1,2026-07
T003351,80,34.6,344.2,2026-07
T003352,80,13.8,333.2,2026-07
T003353,80,1.7,336.5,2026-07
T003354,80,5.2,337.2,2026-07
T003355,80,18.9,348.1,2026-07
T003356,80,6.9,327.7,2026-07
T003357,15,10.1,142.1,2026-07
T003358,15,12.5,137.0,2026-07
T003359,15,14.3,129.8,2026-07
T003360,15,8.7,118.7,2026-07
T003361,40,9.7,133.4,2026-07
T003362,40,1.0,121.1,2026-07
T003363,40,10.6,130.7,2026-07
T003364,40,0.5,112.5,2026-07
T003365,40,12.6,122.8,2026-07
T003366,40,18.9,133.6,2026-07
T003367,40,4.7,118.5,2026-07
T003368,80,5.2,244.8,2026-07
T003369,80,18.3,259.3,2026-07
T003370,80,18.0,260.4,2026-07
T003371,80,17.5,251.5,2026-07
T003372,80,12.6,249.4,2026-07
T003373,80,10.2,238.6,2026-07
T003374,80,18.7,255.5,2026-07
T003375,15,8.0,95.5,2026-07
T003376,15,9.9,102.9,2026-07
T003377,40,19.4,145.8,2026-07
T003378,40,7.2,133.6,2026-07
T003379,40,14.6,142.8,2026-07
T003380,40,16.7,149.4,2026-07
T003381,80,19.1,338.5,2026-07
T003382,80,4.4,318.2,2026-07
T003383,80,18.8,346.6,2026-07
T003384,80,1.3,313.7,2026-07
T003385,80,10.4,348.0,2026-07
T003386,80,8.5,326.5,2026-07
T003387,80,13.4,351.0,2026-07
T003388,80,21.8,339.8,2026-07
T003389,15,8.7,137.2,2026-07
T003390,15,1.2,131.2,2026-07
T003391,15,6.7,120.2,2026-07
T003392,40,5.0,123.3,2026-07
T003393,40,15.8,135.9,2026-07
T003394,40,14.0,126.9,2026-07
T003395,40,9.0,120.1,2026-07
T003396,40,1.2,114.1,2026-07
T003397,80,4.7,244.3,2026-07
T003398,80,17.0,260.8,2026-07
T003399,80,17.2,256.8,2026-07
T003400,80,0.2,245.4,2026-07
T003401,80,4.9,233.3,2026-07
T003402,80,1.6,245.4,2026-07
T003403,15,9.9,100.4,2026-07
T003404,15,4.9,99.4,2026-07
T003405,40,7.2,140.8,2026-07
T003406,40,8.4,143.8,2026-07
T003407,80,14.6,325.6,2026-07
T003408,80,8.2,338.8,2026-07
T003409,80,5.4,319.2,2026-07
T003410,80,7.3,315.5,2026-07
T003411,15,14.1,146.6,2026-07
T003412,15,13.4,136.4,2026-07
T003413,15,17.2,145.7,2026-07
T003414,15,8.6,123.6,2026-07
T003415,15,14.5,126.5,2026-07
T003416,15,4.9,118.4,2026-07
T003417,40,4.9,128.6,2026-07
T003418,40,1.3,125.0,2026-07
T003419,40,16.4,137.4,2026-07
T003420,40,1.7,120.0,2026-07
T003421,40,17.6,135.9,2026-07
T003422,40,0.5,127.8,2026-07
T003423,40,12.5,127.2,2026-07
T003424,40,6.2,122.7,2026-07
T003425,40,9.2,123.0,2026-07
T003426,40,7.5,121.3,2026-07
T003427,40,13.1,122.4,2026-07
T003428,80,3.5,230.5,2026-07
T003429,80,6.1,244.3,2026-07
T003430,80,2.7,235.3,2026-07
T003431,80,11.9,252.9,2026-07
T003432,80,15.4,243.8,2026-07
T003433,80,3.3,231.7,2026-07
T003434,80,6.9,239.5,2026-07
T003435,80,10.6,250.2,2026-07
T003436,80,3.1,232.9,2026-07
T003437,80,16.8,250.8,2026-07
T003438,80,10.9,240.7,2026-07
T003439,15,6.4,96.4,2026-07
T003440,15,18.3,109.8,2026-07
T003441,15,8.3,95.3,2026-07
T003442,40,15.4,141.8,2026-07
T003443,40,13.8,150.1,2026-07
T003444,40,4.0,134.0,2026-07
T003445,40,4.1,136.8,2026-07
T003446,40,3.2,133.2,2026-07
T003447,40,17.2,150.8,2026-07
T003448,80,6.8,341.6,2026-07
T003449,80,9.1,341.1,2026-07
T003450,80,16.0,350.8,2026-07
T003451,80,16.2,344.0,2026-07
T003452,80,18.1,354.3,2026-07
T003453,80,6.8,313.6,2026-07
T003454,80,14.6,338.2,2026-07
T003455,80,16.3,342.7,2026-07
T003456,80,7.0,319.4,2026-07
T003457,80,4.5,339.3,2026-07
T003458,80,14.3,321.1,2026-07
T003459,15,10.6,132.1,2026-07
T003460,15,2.5,125.0,2026-07
T003461,15,14.9,130.4,2026-07
T003462,15,18.9,125.9,2026-07
T003463,40,3.0,125.8,2026-07
T003464,40,3.8,126.6,2026-07
T003465,40,15.1,134.3,2026-07
T003466,40,6.4,121.1,2026-07
T003467,40,1.2,115.0,2026-07
T003468,40,18.6,131.5,2026-07
T003469,40,24.6,134.8,2026-07
T003470,80,2.7,243.7,2026-07
T003471,80,15.1,251.9,2026-07
T003472,80,14.2,256.6,2026-07
T003473,80,19.3,261.7,2026-07
T003474,80,4.5,246.9,2026-07
T003475,80,11.4,242.6,2026-07
T003476,80,19.9,263.7,2026-07
T003477,80,7.7,251.5,2026-07
T003478,15,13.0,108.5,2026-07
T003479,15,1.9,89.9,2026-07
T003480,40,14.3,144.3,2026-07
T003481,40,6.4,138.2,2026-07
T003482,40,17.0,147.9,2026-07
T003483,40,13.4,150.6,2026-07
T003484,80,17.8,345.6,2026-07
T003485,80,14.0,333.4,2026-07
T003486,80,7.0,327.8,2026-07
T003487,80,18.8,350.8,2026-07
T003488,80,1.9,324.1,2026-07
T003489,80,12.1,327.3,2026-07
T003490,80,12.4,337.4,2026-07
T003491,80,8.1,324.7,2026-07
T003492,15,19.2,141.7,2026-07
T003493,15,19.8,141.8,2026-07
T003494,15,19.9,132.4,2026-07
T003495,40,19.4,140.4,2026-07
T003496,40,2.1,129.4,2026-07
T003497,40,14.4,129.1,2026-07
T003498,40,15.3,127.3,2026-07
T003499,40,24.4,138.2,2026-07
T003500,80,8.4,243.8,2026-07
T003501,80,3.4,248.6,2026-07
T003502,80,0.6,231.8,2026-07
T003503,80,4.1,243.7,2026-07
T003504,80,14.8,253.0,2026-07
T003505,80,15.4,260.6,2026-07
T003506,15,11.5,106.5,2026-07
T003507,15,1.8,96.8,2026-07
T003508,40,6.3,135.4,2026-07
T003509,40,5.2,137.9,2026-07
T003510,80,10.4,317.2,2026-07
T003511,80,7.6,327.0,2026-07
T003512,80,13.4,331.4,2026-07
T003513,80,16.1,332.7,2026-07
T003514,15,4.0,128.0,2026-07
T003515,15,6.8,138.8,2026-07
T003516,15,4.8,137.3,2026-07
T003517,15,29.0,142.0,2026-07
T003518,15,17.9,131.4,2026-07
T003519,15,16.4,129.9,2026-07
T003520,40,7.3,125.6,2026-07
T003521,40,19.5,141.4,2026-07
T003522,40,15.8,135.9,2026-07
T003523,40,10.2,132.1,2026-07
T003524,40,17.6,135.9,2026-07
T003525,40,31.2,156.7,2026-07
T003526,40,2.6,116.4,2026-07
T003527,40,15.5,131.1,2026-07
T003528,40,7.2,118.3,2026-07
T003529,40,4.2,114.4,2026-07
T003530,40,16.2,133.6,2026-07
T003531,40,12.5,128.1,2026-07
T003532,80,1.6,244.0,2026-07
T003533,80,17.1,245.5,2026-07
T003534,80,1.1,246.3,2026-07
T003535,80,2.1,247.3,2026-07
T003536,80,17.2,259.6,2026-07
T003537,80,14.6,252.8,2026-07
T003538,80,16.6,256.2,2026-07
T003539,80,0.1,245.3,2026-07
T003540,80,16.2,255.8,2026-07
T003541,80,15.1,243.5,2026-07
T003542,80,9.3,254.5,2026-07
T003543,15,16.6,110.6,2026-07
T003544,15,0.9,93.4,2026-07
T003545,15,5.1,95.6,2026-07
T003546,40,12.7,140.0,2026-07
T003547,40,25.0,156.8,2026-07
T003548,40,11.7,140.8,2026-07
T003549,40,6.2,137.1,2026-07
T003550,40,19.6,147.8,2026-07
T003551,40,13.3,149.6,2026-07
T003552,40,5.3,134.4,2026-07
T003553,80,6.9,336.1,2026-07
T003554,80,15.6,337.8,2026-07
T003555,80,2.0,334.0,2026-07
T003556,80,11.2,332.0,2026-07
T003557,80,9.3,318.9,2026-07
T003558,80,19.3,349.9,2026-07
T003559,80,18.6,340.8,2026-07
T003560,80,11.0,336.0,2026-07
T003561,80,14.5,322.7,2026-07
T003562,80,8.5,336.3,2026-07
T003563,80,2.2,314.6,2026-07
T003564,15,7.1,127.1,2026-07
T003565,15,19.0,140.5,2026-07
T003566,15,0.8,108.3,2026-07
T003567,15,8.5,115.0,2026-07
T003568,40,1.8,129.1,2026-07
T003569,40,19.6,137.9,2026-07
T003570,40,7.5,133.0,2026-07
T003571,40,7.0,120.8,2026-07
T003572,40,6.6,123.1,2026-07
T003573,40,13.7,129.3,2026-07
T003574,40,5.8,121.4,2026-07
T003575,80,0.3,244.1,2026-07
T003576,80,1.8,230.2,2026-07
T003577,80,6.5,246.1,2026-07
T003578,80,14.8,248.8,2026-07
T003579,80,19.4,257.6,2026-07
T003580,80,17.2,259.6,2026-07
T003581,80,13.3,255.7,2026-07
T003582,80,8.3,239.5,2026-07
T003583,15,6.2,95.2,2026-07
T003584,15,7.1,96.6,2026-07
T003585,40,2.1,134.8,2026-07
T003586,40,5.3,138.9,2026-07
T003587,40,14.7,143.8,2026-07
T003588,40,2.0,128.4,2026-07
T003589,80,4.2,330.6,2026-07
T003590,80,16.6,329.0,2026-07
T003591,80,4.9,321.5,2026-07
T003592,80,17.5,331.3,2026-07
T003593,80,12.7,322.3,2026-07
T003594,80,7.0,319.4,2026-07
T003595,80,2.6,336.0,2026-07
T003596,80,2.5,310.7,2026-07
T003597,15,8.0,130.0,2026-07
T003598,15,12.6,146.1,2026-07
T003599,15,13.9,130.9,2026-07
T003600,40,17.9,142.5,2026-07
T003601,40,18.1,142.7,2026-07
T003602,40,5.4,113.8,2026-07
T003603,40,2.3,118.8,2026-07
T003604,40,18.5,131.4,2026-07
T003605,80,9.3,254.5,2026-07
T003606,80,5.7,232.7,2026-07
T003607,80,10.0,246.8,2026-07
T003608,80,19.8,255.2,2026-07
T003609,80,3.5,247.3,2026-07
T003610,80,15.3,260.5,2026-07
T003611,15,5.8,95.3,2026-07
T003612,15,0.0,91.0,2026-07
T003613,40,8.1,140.8,2026-07
T003614,40,27.5,153.9,2026-07
T003615,80,2.0,327.0,2026-07
T003616,80,19.7,334.9,2026-07
T003617,80,19.2,330.2,2026-07
T003618,80,9.0,324.2,2026-07
T003619,15,12.3,141.3,2026-07
T003620,15,19.5,144.5,2026-07
T003621,15,7.9,129.9,2026-07
T003622,15,3.5,120.0,2026-07
T003623,15,10.9,119.9,2026-07
T003624,15,3.4,112.4,2026-07
T003625,40,13.9,133.1,2026-07
T003626,40,2.1,123.1,2026-07
T003627,40,3.3,121.6,2026-07
T003628,40,9.6,128.8,2026-07
T003629,40,0.9,121.0,2026-07
T003630,40,24.8,150.3,2026-07
T003631,40,0.6,118.0,2026-07
T003632,40,2.3,118.8,2026-07
T003633,40,10.6,124.4,2026-07
T003634,40,14.8,127.7,2026-07
T003635,40,4.7,120.3,2026-07
T003636,40,12.1,126.8,2026-07
T003637,80,7.3,251.1,2026-07
T003638,80,17.6,257.2,2026-07
T003639,80,12.2,250.4,2026-07
T003640,80,5.6,235.4,2026-07
T003641,80,2.0,240.2,2026-07
T003642,80,13.8,257.6,2026-07
T003643,80,19.6,248.0,2026-07
T003644,80,7.9,239.1,2026-07
T003645,80,11.0,252.0,2026-07
T003646,80,2.6,246.4,2026-07
T003647,80,6.2,233.2,2026-07
T003648,15,2.7,92.7,2026-07
T003649,15,7.8,95.3,2026-07
T003650,15,7.9,102.4,2026-07
T003651,40,8.8,141.5,2026-07
T003652,40,7.7,135.9,2026-07
T003653,40,15.1,144.2,2026-07
T003654,40,14.3,142.5,2026-07
T003655,40,8.5,141.2,2026-07
T003656,40,12.8,141.9,2026-07
T003657,40,6.6,142.9,2026-07
T003658,80,6.4,327.2,2026-07
T003659,80,0.8,331.4,2026-07
T003660,80,3.7,335.7,2026-07
T003661,80,6.8,340.2,2026-07
T003662,80,30.5,341.5,2026-07
T003663,80,15.7,325.3,2026-07
T003664,80,15.9,339.5,2026-07
T003665,80,12.2,331.6,2026-07
T003666,80,5.5,330.5,2026-07
T003667,80,0.5,315.7,2026-07
T003668,80,3.4,336.8,2026-07
T003669,15,11.7,141.7,2026-07
T003670,15,18.8,146.3,2026-07
T003671,15,9.4,121.4,2026-07
T003672,15,3.4,110.4,2026-07
T003673,40,16.3,138.2,2026-07
T003674,40,15.2,133.5,2026-07
T003675,40,11.5,138.8,2026-07
T003676,40,3.8,112.2,2026-07
T003677,40,3.4,118.1,2026-07
T003678,40,17.6,129.6,2026-07
T003679,40,0.4,115.1,2026-07
T003680,80,18.5,255.3,2026-07
T003681,80,6.5,243.3,2026-07
T003682,80,5.6,241.0,2026-07
T003683,80,14.5,256.9,2026-07
T003684,80,16.4,253.2,2026-07
T003685,80,8.3,249.3,2026-07
T003686,80,15.0,247.6,2026-07
T003687,80,16.7,256.3,2026-07
T003688,15,9.9,104.4,2026-07
T003689,15,19.4,108.9,2026-07
T003690,40,1.1,127.5,2026-07
T003691,40,1.1,129.3,2026-07
T003692,40,11.7,138.1,2026-07
T003693,40,8.6,135.0,2026-07
T003694,80,2.7,309.5,2026-07
T003695,80,3.2,317.0,2026-07
T003696,80,16.1,339.7,2026-07
T003697,80,18.2,340.4,2026-07
T003698,80,11.7,342.3,2026-07
T003699,80,3.7,328.7,2026-07
T003700,80,16.5,340.1,2026-07
T003701,80,17.2,353.4,2026-07
T003702,15,1.1,122.1,2026-07
T003703,15,2.4,128.4,2026-07
T003704,15,5.1,113.6,2026-07
T003705,40,15.7,137.6,2026-07
T003706,40,2.4,120.7,2026-07
T003707,40,0.8,113.7,2026-07
T003708,40,4.3,121.7,2026-07
T003709,40,17.1,126.4,2026-07
T003710,80,4.2,246.6,2026-07
T003711,80,10.6,247.4,2026-07
T003712,80,14.7,244.5,2026-07
T003713,80,9.7,246.5,2026-07
T003714,80,4.2,235.4,2026-07
T003715,80,9.5,256.1,2026-07
T003716,15,15.2,104.7,2026-07
T003717,15,5.6,98.1,2026-07
T003718,40,13.4,143.4,2026-07
T003719,40,16.6,143.9,2026-07
T003720,80,18.7,345.1,2026-07
T003721,80,19.5,329.1,2026-07
T003722,80,12.0,348.2,2026-07
T003723,80,12.4,323.4,2026-07
T003724,15,10.5,141.5,2026-07
T003725,15,3.6,125.1,2026-07
T003726,15,6.1,139.1,2026-07
T003727,15,5.5,115.5,2026-07
T003728,15,19.2,126.7,2026-07
T003729,15,0.1,111.6,2026-07
T003730,40,14.8,133.1,2026-07
T003731,40,8.0,129.9,2026-07
T003732,40,12.1,136.7,2026-07
T003733,40,12.4,138.8,2026-07
T003734,40,28.7,153.3,2026-07
T003735,40,1.6,128.0,2026-07
T003736,40,18.7,127.1,2026-07
T003737,40,13.6,126.5,2026-07
T003738,40,3.6,118.3,2026-07
T003739,40,14.8,131.3,2026-07
T003740,40,28.0,137.3,2026-07
T003741,40,18.4,130.4,2026-07
T003742,80,16.0,259.8,2026-07
T003743,80,19.7,259.3,2026-07
T003744,80,17.3,256.9,2026-07
T003745,80,19.9,258.1,2026-07
T003746,80,11.7,238.7,2026-07
T003747,80,15.8,242.8,2026-07
T003748,80,19.5,252.1,2026-07
T003749,80,16.1,247.3,2026-07
T003750,80,18.2,253.6,2026-07
T003751,80,15.9,242.9,2026-07
T003752,80,6.0,240.0,2026-07
T003753,15,18.2,105.2,2026-07
T003754,15,5.5,101.0,2026-07
T003755,15,11.8,99.8,2026-07
T003756,40,7.8,140.5,2026-07
T003757,40,19.0,155.3,2026-07
T003758,40,14.5,149.0,2026-07
T003759,40,3.3,128.8,2026-07
T003760,40,12.0,147.4,2026-07
T003761,40,7.7,139.5,2026-07
T003762,40,16.3,149.9,2026-07
T003763,80,4.4,339.2,2026-07
T003764,80,17.4,332.6,2026-07
T003765,80,0.9,335.7,2026-07
T003766,80,8.1,342.9,2026-07
T003767,80,12.9,340.7,2026-07
T003768,80,8.5,320.9,2026-07
T003769,80,10.3,326.9,2026-07
T003770,80,19.2,344.2,2026-07
T003771,80,18.4,326.6,2026-07
T003772,80,19.1,348.3,2026-07
T003773,80,19.5,333.3,2026-07
T003774,80,12.0,320.2,2026-07
T003775,15,14.9,140.4,2026-07
T003776,15,16.0,139.5,2026-07
T003777,15,12.8,129.3,2026-07
T003778,15,7.8,120.8,2026-07
T003779,40,18.5,142.2,2026-07
T003780,40,0.5,120.6,2026-07
T003781,40,10.8,132.7,2026-07
T003782,40,9.2,126.6,2026-07
T003783,40,9.0,125.5,2026-07
T003784,40,18.8,132.6,2026-07
T003785,40,13.0,125.0,2026-07
T003786,80,6.8,243.6,2026-07
T003787,80,5.1,239.1,2026-07
T003788,80,4.4,231.4,2026-07
T003789,80,0.4,230.2,2026-07
T003790,80,13.1,244.3,2026-07
T003791,80,15.8,247.0,2026-07
T003792,80,1.3,239.5,2026-07
T003793,15,8.3,102.8,2026-07
T003794,15,2.6,95.6,2026-07
T003795,40,3.1,130.4,2026-07
T003796,40,8.4,141.1,2026-07
T003797,40,9.4,143.9,2026-07
T003798,40,13.3,145.1,2026-07
T003799,80,3.1,321.1,2026-07
T003800,80,17.3,331.1,2026-07
T003801,80,4.4,335.0,2026-07
T003802,80,14.9,341.3,2026-07
T003803,80,6.8,320.6,2026-07
T003804,80,2.1,311.7,2026-07
T003805,80,0.7,328.5,2026-07
T003806,15,7.5,133.0,2026-07
T003807,15,9.4,134.9,2026-07
T003808,15,4.7,115.7,2026-07
T003809,40,19.4,138.6,2026-07
T003810,40,11.5,136.1,2026-07
T003811,40,9.6,122.5,2026-07
T003812,40,1.8,115.6,2026-07
T003813,40,11.9,126.6,2026-07
T003814,80,24.1,263.7,2026-07
T003815,80,7.8,241.8,2026-07
T003816,80,9.4,239.2,2026-07
T003817,80,12.2,254.6,2026-07
T003818,80,14.2,246.8,2026-07
T003819,80,12.6,249.4,2026-07
T003820,15,12.4,107.4,2026-07
T003821,15,16.1,103.1,2026-07
T003822,40,19.5,152.2,2026-07
T003823,40,15.3,151.6,2026-07
T003824,40,18.7,150.5,2026-07
T003825,80,16.1,328.5,2026-07
T003826,80,11.6,326.8,2026-07
T003827,80,0.7,308.9,2026-07
T003828,80,16.7,347.3,2026-07
T003829,15,11.5,144.0,2026-07
T003830,15,14.7,143.2,2026-07
T003831,15,14.3,146.8,2026-07
T003832,15,5.1,119.4,2026-07
T003833,15,15.7,132.5,2026-07
T003834,15,14.2,129.2,2026-07
T003835,40,4.3,126.2,2026-07
T003836,40,14.8,136.5,2026-07
T003837,40,7.9,128.0,2026-07
T003838,40,6.6,127.4,2026-07
T003839,40,19.2,137.2,2026-07
T003840,40,25.2,145.3,2026-07
T003841,40,10.1,125.4,2026-07
T003842,40,12.5,126.0,2026-07
T003843,40,9.4,122.3,2026-07
T003844,40,3.3,121.3,2026-07
T003845,40,9.9,121.0,2026-07
T003846,40,9.2,119.1,2026-07
T003847,80,19.9,258.1,2026-07
T003848,80,21.2,248.2,2026-07
T003849,80,12.9,256.7,2026-07
T003850,80,12.9,241.3,2026-07
T003851,80,6.2,244.4,2026-07
T003852,80,0.3,230.1,2026-07
T003853,80,10.3,245.7,2026-07
T003854,80,2.8,246.6,2026-07
T003855,80,16.9,245.3,2026-07
T003856,80,16.0,255.6,2026-07
T003857,15,11.3,100.3,2026-07
T003858,15,0.9,97.1,2026-07
T003859,15,4.5,93.0,2026-07
T003860,40,23.1,149.3,2026-07
T003861,40,9.1,146.3,2026-07
T003862,40,9.2,139.9,2026-07
T003863,40,3.5,130.6,2026-07
T003864,40,18.5,155.7,2026-07
T003865,40,10.1,140.1,2026-07
T003866,80,15.9,343.7,2026-07
T003867,80,14.6,325.6,2026-07
T003868,80,11.7,343.7,2026-07
T003869,80,19.8,342.0,2026-07
T003870,80,10.7,321.7,2026-07
T003871,80,19.7,339.1,2026-07
T003872,80,4.1,323.5,2026-07
T003873,80,19.0,346.8,2026-07
T003874,80,17.3,328.3,2026-07
T003875,80,16.4,341.4,2026-07
T003876,80,12.7,320.9,2026-07
T003877,80,3.1,333.7,2026-07
T003878,15,16.9,141.9,2026-07
T003879,15,11.8,143.3,2026-07
T003880,15,9.2,120.7,2026-07
T003881,15,12.7,120.2,2026-07
T003882,40,4.7,125.5,2026-07
T003883,40,12.0,132.8,2026-07
T003884,40,4.4,127.0,2026-07
T003885,40,7.5,124.0,2026-07
T003886,40,3.7,114.8,2026-07
T003887,40,9.2,122.1,2026-07
T003888,40,20.0,132.6,2026-07
T003889,80,14.4,252.6,2026-07
T003890,80,6.6,233.6,2026-07
T003891,80,2.4,242.0,2026-07
T003892,80,1.6,238.4,2026-07
T003893,80,6.8,250.6,2026-07
T003894,80,11.8,252.8,2026-07
T003895,80,8.5,246.7,2026-07
T003896,80,6.6,249.0,2026-07
T003897,15,2.1,90.1,2026-07
T003898,15,13.9,102.9,2026-07
T003899,40,11.2,137.6,2026-07
T003900,40,11.4,137.8,2026-07
T003901,40,3.7,140.8,2026-07
T003902,40,1.1,127.5,2026-07
T003903,80,14.6,328.4,2026-07
T003904,80,4.7,331.1,2026-07
T003905,80,3.8,340.0,2026-07
T003906,80,15.4,346.0,2026-07
T003907,80,0.5,312.9,2026-07
T003908,80,1.6,335.0,2026-07
T003909,80,9.5,337.3,2026-07
T003910,80,11.3,329.3,2026-07
T003911,15,3.9,130.9,2026-07
T003912,15,5.7,128.7,2026-07
T003913,15,1.1,116.1,2026-07
T003914,40,8.7,127.7,2026-07
T003915,40,17.6,135.6,2026-07
T003916,40,5.6,122.1,2026-07
T003917,40,18.9,127.9,2026-07
T003918,40,0.5,108.9,2026-07
T003919,80,7.7,237.5,2026-07
T003920,80,6.1,251.3,2026-07
T003921,80,11.2,246.6,2026-07
T003922,80,8.2,246.4,2026-07
T003923,80,7.9,240.5,2026-07
T003924,15,12.4,104.4,2026-07
T003925,15,29.8,116.3,2026-07
T003926,40,0.2,130.0,2026-07
T003927,40,18.0,152.5,2026-07
T003928,40,2.2,133.1,2026-07
T003929,80,0.4,308.6,2026-07
T003930,80,8.8,326.8,2026-07
T003931,80,0.4,310.0,2026-07
T003932,80,10.2,324.0,2026-07
T003933,15,11.2,132.9,2026-07
T003934,15,16.5,151.5,2026-07
T003935,15,3.1,131.5,2026-07
T003936,15,18.8,127.3,2026-07
T003937,15,14.0,131.0,2026-07
T003938,15,20.0,137.2,2026-07
T003939,40,1.3,120.0,2026-07
T003940,40,9.5,129.1,2026-07
T003941,40,3.6,125.0,2026-07
T003942,40,11.4,137.4,2026-07
T003943,40,16.7,137.7,2026-07
T003944,40,14.6,129.3,2026-07
T003945,40,29.8,140.9,2026-07
T003946,40,15.0,133.7,2026-07
T003947,40,15.3,126.4,2026-07
T003948,40,0.8,115.5,2026-07
T003949,80,6.6,233.6,2026-07
T003950,80,34.5,276.9,2026-07
T003951,80,19.2,264.4,2026-07
T003952,80,2.4,237.8,2026-07
T003953,80,15.6,242.6,2026-07
T003954,80,1.4,243.8,2026-07
T003955,80,19.8,252.4,2026-07
T003956,80,16.9,259.3,2026-07
T003957,80,15.0,253.2,2026-07
T003958,80,6.2,244.4,2026-07
T003959,80,10.8,237.8,2026-07
T003960,15,29.1,115.6,2026-07
T003961,15,4.7,98.0,2026-07
T003962,15,10.0,98.0,2026-07
T003963,40,15.0,140.5,2026-07
T003964,40,17.8,146.6,2026-07
T003965,40,1.3,138.3,2026-07
T003966,40,18.5,145.8,2026-07
T003967,40,19.1,150.9,2026-07
T003968,40,12.4,146.0,2026-07
T003969,80,16.4,340.0,2026-07
T003970,80,12.8,335.0,2026-07
T003971,80,0.3,321.1,2026-07
T003972,80,10.3,321.3,2026-07
T003973,80,17.9,352.7,2026-07
T003974,80,16.9,327.9,2026-07
T003975,80,11.1,347.3,2026-07
T003976,80,12.1,338.5,2026-07
T003977,80,2.9,327.9,2026-07
T003978,80,6.0,322.6,2026-07
T003979,80,3.9,337.3,2026-07
T003980,15,11.1,142.6,2026-07
T003981,15,17.6,140.6,2026-07
T003982,15,15.2,121.2,2026-07
T003983,15,16.0,124.0,2026-07
T003984,40,4.2,123.8,2026-07
T003985,40,0.9,120.1,2026-07
T003986,40,17.3,134.7,2026-07
T003987,40,3.2,121.0,2026-07
T003988,40,7.2,116.7,2026-07
T003989,40,13.6,127.4,2026-07
T003990,40,31.2,143.2,2026-07
T003991,80,27.8,270.2,2026-07
T003992,80,11.7,249.9,2026-07
T003993,80,7.1,250.9,2026-07
T003994,80,15.0,256.0,2026-07
T003995,80,17.6,247.4,2026-07
T003996,80,5.7,232.7,2026-07
T003997,80,17.7,248.9,2026-07
T003998,80,2.2,239.0,2026-07
T003999,15,0.8,89.8,2026-07
T004000,15,19.0,111.3,2026-07
T004001,40,0.5,126.9,2026-07
T004002,40,14.8,146.3,2026-07
T004003,40,1.7,131.4,2026-07
T004004,40,19.0,151.7,2026-07
T004005,80,18.0,347.2,2026-07
T004006,80,15.3,322.1,2026-07
T004007,80,18.6,325.4,2026-07
T004008,80,17.9,338.7,2026-07
T004009,80,6.0,322.6,2026-07
T004010,80,13.4,334.2,2026-07
T004011,80,7.7,332.7,2026-07
T004012,80,5.4,312.2,2026-07
T004013,15,0.2,121.2,2026-07
T004014,15,18.3,149.2,2026-07
T004015,15,8.0,123.5,2026-07
T004016,40,6.6,127.6,2026-07
T004017,40,5.7,131.7,2026-07
T004018,40,15.1,130.7,2026-07
T004019,40,6.5,115.8,2026-07
T004020,40,18.9,128.2,2026-07
T004021,80,10.4,247.2,2026-07
T004022,80,19.9,262.3,2026-07
T004023,80,2.0,233.2,2026-07
T004024,80,15.0,257.4,2026-07
T004025,80,19.0,250.2,2026-07
T004026,80,6.8,235.2,2026-07
T004027,15,8.0,97.5,2026-07
T004028,15,17.9,112.7,2026-07
T004029,40,6.3,135.1,2026-07
T004030,40,2.2,134.9,2026-07
T004031,80,1.8,319.8,2026-07
T004032,80,17.8,344.2,2026-07
T004033,80,6.7,331.7,2026-07
T004034,80,11.3,334.9,2026-07
T004035,15,12.1,135.6,2026-07
T004036,15,7.3,130.3,2026-07
T004037,15,9.9,130.4,2026-07
T004038,15,3.6,122.6,2026-07
T004039,15,1.7,112.0,2026-07
T004040,15,8.3,121.7,2026-07
T004041,40,9.3,133.0,2026-07
T004042,40,12.6,137.5,2026-07
T004043,40,0.6,120.9,2026-07
T004044,40,3.9,126.9,2026-07
T004045,40,17.8,140.6,2026-07
T004046,40,5.6,131.4,2026-07
T004047,40,4.9,124.2,2026-07
T004048,40,5.6,117.6,2026-07
T004049,40,24.7,139.4,2026-07
T004050,40,13.9,125.9,2026-07
T004051,40,6.2,118.2,2026-07
T004052,40,6.7,117.8,2026-07
T004053,80,14.5,244.3,2026-07
T004054,80,1.9,242.9,2026-07
T004055,80,1.1,240.7,2026-07
T004056,80,3.5,234.7,2026-07
T004057,80,10.9,242.1,2026-07
T004058,80,14.2,241.2,2026-07
T004059,80,4.8,248.6,2026-07
T004060,80,0.4,234.4,2026-07
T004061,80,7.5,234.5,2026-07
T004062,80,1.9,237.3,2026-07
T004063,80,9.2,241.8,2026-07
T004064,15,0.3,94.8,2026-07
T004065,15,2.4,96.4,2026-07
T004066,15,16.6,108.1,2026-07
T004067,40,4.8,133.0,2026-07
T004068,40,11.2,140.7,2026-07
T004069,40,15.9,147.2,2026-07
T004070,40,22.3,156.8,2026-07
