trip_id,route_id,driver_id,vendor_id,shift_id,scheduled_pickup_time,actual_pickup_time,scheduled_drop_time,actual_drop_time,distance_km,cost,mode,status
T002801,R011,D0081,V2,S1,2026-07-08T08:15:00,2026-07-08T08:18:24,2026-07-08T09:00:00,2026-07-08T09:01:11.799679,8.0,113.3,nodal,completed
T002802,R011,D0080,V1,S1,2026-07-08T08:15:00,2026-07-08T08:15:54,2026-07-08T09:00:00,2026-07-08T09:00:00,8.6,121.1,nodal,completed
T002803,R011,D0058,V1,S1,2026-07-08T08:15:00,2026-07-08T08:17:54,2026-07-08T09:00:00,2026-07-08T09:00:22.261923,8.1,119.3,nodal,completed
T002804,R011,D0056,V1,S1,2026-07-08T08:15:00,2026-07-08T08:23:24,2026-07-08T09:00:00,2026-07-08T09:06:09.964780,8.2,132.0,nodal,completed
T002805,R013,D0082,V1,S1,2026-07-08T08:15:00,2026-07-08T08:17:24,2026-07-08T09:00:00,2026-07-08T09:00:00,11.7,247.0,cab,completed
T002806,R013,D0060,V3,S1,2026-07-08T08:15:00,2026-07-08T08:16:24,2026-07-08T09:00:00,2026-07-08T09:01:08.256870,11.3,255.1,cab,completed
T002807,R013,D0016,V5,S1,2026-07-08T08:15:00,2026-07-08T08:16:18,2026-07-08T09:00:00,,11.6,250.1,cab,cancelled
T002808,R013,D0028,V3,S1,2026-07-08T08:15:00,2026-07-08T08:15:36,2026-07-08T09:00:00,2026-07-08T09:00:00,11.6,247.8,cab,completed
T002809,R013,D0089,V3,S1,2026-07-08T08:15:00,2026-07-08T08:15:24,2026-07-08T09:00:00,,11.1,248.3,cab,cancelled
T002810,R013,D0056,V1,S1,2026-07-08T08:15:00,2026-07-08T08:26:24,2026-07-08T09:00:00,2026-07-08T09:09:25.287163,11.4,245.6,cab,completed
T002811,R013,D0015,V1,S1,2026-07-08T08:15:00,2026-07-08T08:22:00,2026-07-08T09:00:00,2026-07-08T09:04:51.411945,11.1,236.3,cab,completed
T002812,R013,D0040,V1,S1,2026-07-08T08:15:00,2026-07-08T08:19:36,2026-07-08T09:00:00,2026-07-08T09:01:04.363796,10.6,233.3,cab,completed
T002813,R013,D0101,V5,S1,2026-07-08T08:15:00,2026-07-08T08:20:48,2026-07-08T09:00:00,2026-07-08T09:05:28.457770,11.7,252.3,cab,completed
T002814,R013,D0100,V3,S1,2026-07-08T08:15:00,2026-07-08T08:15:54,2026-07-08T09:00:00,2026-07-08T09:00:00,10.7,234.8,cab,completed
T002815,R018,D0034,V4,S1,2026-07-08T08:15:00,2026-07-08T08:15:36,2026-07-08T09:00:00,2026-07-08T09:00:00,15.5,93.4,shuttle,completed
T002816,R018,D0069,V5,S1,2026-07-08T08:15:00,2026-07-08T08:17:54,2026-07-08T09:00:00,2026-07-08T09:01:04.317163,14.7,107.7,shuttle,completed
T002817,R018,D0002,V2,S1,2026-07-08T08:15:00,2026-07-08T08:17:48,2026-07-08T09:00:00,2026-07-08T09:00:00,15.1,100.7,shuttle,completed
T002818,R020,D0017,V2,S1,2026-07-08T08:15:00,2026-07-08T08:19:36,2026-07-08T09:00:00,2026-07-08T09:00:00,9.9,132.7,nodal,completed
T002819,R020,D0096,V2,S1,2026-07-08T08:15:00,2026-07-08T08:16:48,2026-07-08T09:00:00,2026-07-08T09:00:00,10.4,148.2,nodal,completed
T002820,R020,D0029,V2,S1,2026-07-08T08:15:00,2026-07-08T08:21:36,2026-07-08T09:00:00,2026-07-08T09:03:12.226139,10.3,151.5,nodal,completed
T002821,R020,D0112,V1,S1,2026-07-08T08:15:00,2026-07-08T08:16:30,2026-07-08T09:00:00,2026-07-08T09:00:00,10.8,147.7,nodal,completed
T002822,R020,D0111,V1,S1,2026-07-08T08:15:00,2026-07-08T08:17:06,2026-07-08T09:00:00,2026-07-08T09:00:00,10.5,140.7,nodal,completed
T002823,R020,D0029,V2,S1,2026-07-08T08:15:00,2026-07-08T08:25:36,2026-07-08T09:00:00,2026-07-08T09:07:21.555247,10.7,147.1,nodal,completed
T002824,R022,D0112,V1,S1,2026-07-08T08:15:00,2026-07-08T08:25:36,2026-07-08T09:00:00,2026-07-08T09:08:25.163589,18.0,349.0,cab,completed
T002825,R022,D0071,V5,S1,2026-07-08T08:15:00,2026-07-08T08:29:06,2026-07-08T09:00:00,2026-07-08T09:11:26.666195,17.1,328.5,cab,completed
T002826,R022,D0038,V5,S1,2026-07-08T08:15:00,2026-07-08T08:16:30,2026-07-08T09:00:00,2026-07-08T09:00:00,18.1,349.3,cab,completed
T002827,R022,D0098,V5,S1,2026-07-08T08:15:00,2026-07-08T08:28:24,2026-07-08T09:00:00,2026-07-08T09:09:28.885482,17.8,337.0,cab,completed
T002828,R022,D0058,V1,S1,2026-07-08T08:15:00,2026-07-08T08:30:24,2026-07-08T09:00:00,2026-07-08T09:12:56.574489,17.9,343.4,cab,completed
T002829,R022,D0065,V3,S1,2026-07-08T08:15:00,2026-07-08T08:16:06,2026-07-08T09:00:00,2026-07-08T09:00:33.344468,17.8,331.5,cab,completed
T002830,R022,D0032,V1,S1,2026-07-08T08:15:00,2026-07-08T08:19:24,2026-07-08T09:00:00,2026-07-08T09:02:01.862780,17.2,334.5,cab,completed
T002831,R022,D0005,V1,S1,2026-07-08T08:15:00,2026-07-08T08:19:42,2026-07-08T09:00:00,2026-07-08T09:03:43.600313,17.0,335.9,cab,completed
T002832,R022,D0035,V1,S1,2026-07-08T08:15:00,2026-07-08T08:28:24,2026-07-08T09:00:00,2026-07-08T09:09:50.934862,18.0,334.4,cab,completed
T002833,R022,D0039,V3,S1,2026-07-08T08:15:00,2026-07-08T08:15:30,2026-07-08T09:00:00,2026-07-08T09:00:00,16.9,327.2,cab,completed
T002834,R022,D0045,V1,S1,2026-07-08T08:15:00,2026-07-08T08:28:12,2026-07-08T09:00:00,2026-07-08T09:12:28.385156,17.9,350.0,cab,completed
T002835,R022,D0108,V5,S1,2026-07-08T08:15:00,2026-07-08T08:27:36,2026-07-08T09:00:00,2026-07-08T09:12:10.858900,16.8,319.0,cab,completed
T002836,R003,D0106,V2,S2,2026-07-08T10:15:00,2026-07-08T10:16:00,2026-07-08T11:00:00,2026-07-08T11:00:00,23.3,150.2,shuttle,completed
T002837,R003,D0070,V2,S2,2026-07-08T10:15:00,2026-07-08T10:16:06,2026-07-08T11:00:00,2026-07-08T11:00:00,22.9,148.7,shuttle,completed
T002838,R006,D0078,V2,S2,2026-07-08T10:15:00,2026-07-08T10:28:06,2026-07-08T11:00:00,2026-07-08T11:08:56.213703,18.3,121.0,shuttle,completed
T002839,R006,D0115,V4,S2,2026-07-08T10:15:00,2026-07-08T10:20:36,2026-07-08T11:00:00,2026-07-08T11:02:02.781352,18.2,125.0,shuttle,completed
T002840,R008,D0008,V1,S2,2026-07-08T10:15:00,2026-07-08T10:17:30,2026-07-08T11:00:00,2026-07-08T11:00:00,9.3,140.3,nodal,completed
T002841,R008,D0030,V2,S2,2026-07-08T10:15:00,2026-07-08T10:15:48,2026-07-08T11:00:00,2026-07-08T11:00:11.323203,9.4,125.1,nodal,completed
T002842,R008,D0043,V1,S2,2026-07-08T10:15:00,2026-07-08T10:20:18,2026-07-08T11:00:00,2026-07-08T11:02:05.091962,9.7,134.7,nodal,completed
T002843,R011,D0053,V1,S2,2026-07-08T10:15:00,2026-07-08T10:26:30,2026-07-08T11:00:00,2026-07-08T11:10:28.561061,8.1,122.5,nodal,completed
T002844,R011,D0117,V1,S2,2026-07-08T10:15:00,2026-07-08T10:17:36,2026-07-08T11:00:00,2026-07-08T11:01:37.555884,7.9,116.2,nodal,completed
T002845,R011,D0040,V1,S2,2026-07-08T10:15:00,2026-07-08T10:20:00,2026-07-08T11:00:00,2026-07-08T11:00:49.414936,8.4,121.9,nodal,completed
T002846,R011,D0017,V2,S2,2026-07-08T10:15:00,2026-07-08T10:18:12,2026-07-08T11:00:00,2026-07-08T11:00:00,8.4,126.8,nodal,completed
T002847,R013,D0076,V3,S2,2026-07-08T10:15:00,2026-07-08T10:15:54,2026-07-08T11:00:00,2026-07-08T11:00:00,10.5,236.9,cab,completed
T002848,R013,D0080,V1,S2,2026-07-08T10:15:00,2026-07-08T10:35:12,2026-07-08T11:00:00,2026-07-08T11:19:23.840033,10.5,238.4,cab,completed
T002849,R013,D0040,V1,S2,2026-07-08T10:15:00,2026-07-08T10:15:24,2026-07-08T11:00:00,2026-07-08T11:00:00,11.5,259.1,cab,completed
T002850,R013,D0045,V1,S2,2026-07-08T10:15:00,2026-07-08T10:15:12,2026-07-08T11:00:00,2026-07-08T11:00:01.581935,11.2,244.9,cab,completed
T002851,R013,D0089,V3,S2,2026-07-08T10:15:00,2026-07-08T10:21:12,2026-07-08T11:00:00,2026-07-08T11:05:35.290437,10.7,246.4,cab,completed
T002852,R013,D0023,V3,S2,2026-07-08T10:15:00,2026-07-08T10:18:42,2026-07-08T11:00:00,2026-07-08T11:03:10.423870,10.8,244.7,cab,completed
T002853,R013,D0088,V5,S2,2026-07-08T10:15:00,2026-07-08T10:15:48,2026-07-08T11:00:00,2026-07-08T11:00:26.932045,11.7,251.5,cab,completed
T002854,R013,D0004,V5,S2,2026-07-08T10:15:00,2026-07-08T10:29:48,2026-07-08T11:00:00,2026-07-08T11:14:04.132578,11.6,243.3,cab,completed
T002855,R018,D0118,V4,S2,2026-07-08T10:15:00,2026-07-08T10:27:06,2026-07-08T11:00:00,2026-07-08T11:07:51.971817,15.8,106.7,shuttle,completed
T002856,R018,D0070,V2,S2,2026-07-08T10:15:00,2026-07-08T10:21:12,2026-07-08T11:00:00,2026-07-08T11:05:07.574254,15.7,107.8,shuttle,completed
T002857,R020,D0112,V1,S2,2026-07-08T10:15:00,2026-07-08T10:20:18,2026-07-08T11:00:00,2026-07-08T11:05:06.794083,10.6,141.4,nodal,completed
T002858,R020,D0051,V2,S2,2026-07-08T10:15:00,2026-07-08T10:34:00,2026-07-08T11:00:00,2026-07-08T11:18:00.279111,9.7,135.3,nodal,completed
T002859,R020,D0020,V2,S2,2026-07-08T10:15:00,2026-07-08T10:15:54,2026-07-08T11:00:00,2026-07-08T11:00:00,10.3,141.6,nodal,completed
T002860,R020,D0086,V1,S2,2026-07-08T10:15:00,2026-07-08T10:16:30,2026-07-08T11:00:00,2026-07-08T11:00:00,10.7,141.6,nodal,completed
T002861,R022,D0027,V3,S2,2026-07-08T10:15:00,2026-07-08T10:15:18,2026-07-08T11:00:00,2026-07-08T11:00:00,17.8,329.8,cab,completed
T002862,R022,D0048,V5,S2,2026-07-08T10:15:00,2026-07-08T10:20:12,2026-07-08T11:00:00,2026-07-08T11:01:18.740170,16.5,312.3,cab,completed
T002863,R022,D0103,V5,S2,2026-07-08T10:15:00,2026-07-08T10:18:18,2026-07-08T11:00:00,2026-07-08T11:00:29.393203,16.6,313.3,cab,completed
T002864,R022,D0049,V3,S2,2026-07-08T10:15:00,2026-07-08T10:15:36,2026-07-08T11:00:00,2026-07-08T11:00:00.649620,18.0,349.6,cab,completed
T002865,R022,D0098,V5,S2,2026-07-08T10:15:00,2026-07-08T10:27:42,2026-07-08T11:00:00,2026-07-08T11:08:38.947740,17.1,338.6,cab,completed
T002866,R022,D0028,V3,S2,2026-07-08T10:15:00,2026-07-08T10:18:00,2026-07-08T11:00:00,2026-07-08T11:00:00,17.2,335.8,cab,completed
T002867,R022,D0022,V5,S2,2026-07-08T10:15:00,2026-07-08T10:35:42,2026-07-08T11:00:00,2026-07-08T11:18:00.032474,17.1,321.8,cab,completed
T002868,R022,D0071,V5,S2,2026-07-08T10:15:00,2026-07-08T10:22:48,2026-07-08T11:00:00,2026-07-08T11:06:43.300842,17.6,351.3,cab,completed
T002869,R003,D0029,V2,S3,2026-07-08T21:15:00,2026-07-08T21:19:48,2026-07-08T22:00:00,2026-07-08T22:01:15.417468,21.2,136.6,shuttle,completed
T002870,R003,D0034,V4,S3,2026-07-08T21:15:00,2026-07-08T21:21:12,2026-07-08T22:00:00,2026-07-08T22:04:24.565157,23.1,136.1,shuttle,completed
T002871,R006,D0011,V2,S3,2026-07-08T21:15:00,2026-07-08T21:16:12,2026-07-08T22:00:00,2026-07-08T22:00:00,19.4,130.2,shuttle,completed
T002872,R008,D0008,V1,S3,2026-07-08T21:15:00,2026-07-08T21:22:42,2026-07-08T22:00:00,2026-07-08T22:04:11.144424,8.9,140.0,nodal,completed
T002873,R008,D0003,V1,S3,2026-07-08T21:15:00,2026-07-08T21:21:00,2026-07-08T22:00:00,2026-07-08T22:02:24.786741,8.8,128.0,nodal,completed
T002874,R011,D0056,V1,S3,2026-07-08T21:15:00,2026-07-08T21:26:30,2026-07-08T22:00:00,2026-07-08T22:08:13.707595,7.7,125.1,nodal,completed
T002875,R011,D0029,V2,S3,2026-07-08T21:15:00,,2026-07-08T22:00:00,2026-07-08T22:00:51.504196,8.4,119.8,nodal,completed
T002876,R011,D0080,V1,S3,2026-07-08T21:15:00,2026-07-08T21:26:30,2026-07-08T22:00:00,2026-07-08T22:08:58.629761,7.8,112.4,nodal,completed
T002877,R013,D0101,V5,S3,2026-07-08T21:15:00,2026-07-08T21:22:18,2026-07-08T22:00:00,2026-07-08T22:06:09.332034,11.4,252.6,cab,completed
T002878,R013,D0022,V5,S3,2026-07-08T21:15:00,2026-07-08T21:20:00,2026-07-08T22:00:00,2026-07-08T22:01:52.760639,11.3,248.8,cab,completed
T002879,R013,D0062,V3,S3,2026-07-08T21:15:00,2026-07-08T21:15:30,2026-07-08T22:00:00,2026-07-08T22:00:00,11.8,251.3,cab,completed
T002880,R013,D0088,V5,S3,2026-07-08T21:15:00,,2026-07-08T22:00:00,,10.5,227.2,cab,no_show
T002881,R013,D0055,V3,S3,2026-07-08T21:15:00,2026-07-08T21:16:00,2026-07-08T22:00:00,2026-07-08T22:00:00,10.6,229.7,cab,completed
T002882,R018,D0091,V4,S3,2026-07-08T21:15:00,2026-07-08T21:39:42,2026-07-08T22:00:00,2026-07-08T22:23:01.137373,15.0,90.5,shuttle,completed
T002883,R018,D0115,V4,S3,2026-07-08T21:15:00,2026-07-08T21:16:12,2026-07-08T22:00:00,2026-07-08T22:00:00,15.3,100.4,shuttle,completed
T002884,R020,D0025,V2,S3,2026-07-08T21:15:00,2026-07-08T21:33:18,2026-07-08T22:00:00,2026-07-08T22:17:44.309609,9.7,146.9,nodal,completed
T002885,R020,D0045,V1,S3,2026-07-08T21:15:00,2026-07-08T21:19:24,2026-07-08T22:00:00,2026-07-08T22:01:45.481754,9.9,144.5,nodal,completed
T002886,R020,D0030,V2,S3,2026-07-08T21:15:00,2026-07-08T21:17:12,2026-07-08T22:00:00,2026-07-08T22:01:45.058092,9.7,146.6,nodal,completed
T002887,R022,D0009,V1,S3,2026-07-08T21:15:00,2026-07-08T21:18:24,2026-07-08T22:00:00,2026-07-08T22:02:33.750510,17.6,331.2,cab,completed
T002888,R022,D0013,V5,S3,2026-07-08T21:15:00,2026-07-08T21:24:12,2026-07-08T22:00:00,2026-07-08T22:05:00.387348,16.3,322.2,cab,completed
T002889,R022,D0018,V5,S3,2026-07-08T21:15:00,2026-07-08T21:16:24,2026-07-08T22:00:00,2026-07-08T22:00:00,18.2,346.5,cab,completed
T002890,R022,D0103,V5,S3,2026-07-08T21:15:00,2026-07-08T21:20:48,2026-07-08T22:00:00,2026-07-08T22:01:13.123429,16.3,332.3,cab,completed
T002891,R003,D0007,V4,S1,2026-07-09T08:15:00,,2026-07-09T09:00:00,,22.7,142.7,shuttle,no_show
T002892,R003,D0059,V4,S1,2026-07-09T08:15:00,2026-07-09T08:15:54,2026-07-09T09:00:00,2026-07-09T09:00:00,22.3,139.7,shuttle,completed
T002893,R003,D0119,V4,S1,2026-07-09T08:15:00,2026-07-09T08:16:54,2026-07-09T09:00:00,2026-07-09T09:00:00,23.1,131.9,shuttle,completed
T002894,R006,D0029,V2,S1,2026-07-09T08:15:00,2026-07-09T08:19:36,2026-07-09T09:00:00,2026-07-09T09:00:37.938689,18.1,107.0,shuttle,completed
T002895,R006,D0041,V4,S1,2026-07-09T08:15:00,2026-07-09T08:19:36,2026-07-09T09:00:00,2026-07-09T09:04:07.403125,18.1,108.7,shuttle,completed
T002896,R006,D0026,V4,S1,2026-07-09T08:15:00,2026-07-09T08:33:24,2026-07-09T09:00:00,2026-07-09T09:16:01.414427,19.4,126.7,shuttle,completed
T002897,R008,D0024,V1,S1,2026-07-09T08:15:00,2026-07-09T08:17:12,2026-07-09T09:00:00,2026-07-09T09:00:46.962179,9.6,141.8,nodal,completed
T002898,R008,D0045,V1,S1,2026-07-09T08:15:00,2026-07-09T08:15:18,2026-07-09T09:00:00,2026-07-09T09:00:00,9.5,142.3,nodal,completed
T002899,R008,D0087,V2,S1,2026-07-09T08:15:00,2026-07-09T08:17:06,2026-07-09T09:00:00,2026-07-09T09:00:00,8.7,134.1,nodal,completed
T002900,R008,D0009,V1,S1,2026-07-09T08:15:00,2026-07-09T08:24:06,2026-07-09T09:00:00,2026-07-09T09:06:01.801573,9.5,142.4,nodal,completed
T002901,R008,D0070,V2,S1,2026-07-09T08:15:00,2026-07-09T08:22:00,2026-07-09T09:00:00,2026-07-09T09:03:08.389218,9.4,130.2,nodal,completed
T002902,R008,D0096,V2,S1,2026-07-09T08:15:00,2026-07-09T08:16:18,2026-07-09T09:00:00,2026-07-09T09:00:00,9.6,134.9,nodal,completed
T002903,R011,D0063,V2,S1,2026-07-09T08:15:00,2026-07-09T08:19:30,2026-07-09T09:00:00,2026-07-09T09:01:05.431806,8.5,135.1,nodal,completed
T002904,R011,D0063,V2,S1,2026-07-09T08:15:00,2026-07-09T08:28:12,2026-07-09T09:00:00,2026-07-09T09:11:12.906441,7.6,118.7,nodal,completed
T002905,R011,D0081,V2,S1,2026-07-09T08:15:00,2026-07-09T08:19:12,2026-07-09T09:00:00,2026-07-09T09:02:16.804270,7.7,121.3,nodal,completed
T002906,R011,D0025,V2,S1,2026-07-09T08:15:00,2026-07-09T08:16:48,2026-07-09T09:00:00,2026-07-09T09:00:00,8.1,137.4,nodal,completed
T002907,R011,D0110,V1,S1,2026-07-09T08:15:00,2026-07-09T08:19:12,2026-07-09T09:00:00,2026-07-09T09:00:00,8.5,123.3,nodal,completed
T002908,R011,D0073,V2,S1,2026-07-09T08:15:00,2026-07-09T08:26:42,2026-07-09T09:00:00,2026-07-09T09:09:29.686656,7.7,109.8,nodal,completed
T002909,R013,D0018,V5,S1,2026-07-09T08:15:00,2026-07-09T08:21:30,2026-07-09T09:00:00,2026-07-09T09:03:18.419476,11.0,243.2,cab,completed
T002910,R013,D0088,V5,S1,2026-07-09T08:15:00,2026-07-09T08:25:18,2026-07-09T09:00:00,2026-07-09T09:06:57.398319,10.5,234.6,cab,completed
T002911,R013,D0024,V1,S1,2026-07-09T08:15:00,2026-07-09T08:16:48,2026-07-09T09:00:00,2026-07-09T09:00:53.050218,11.8,262.2,cab,completed
T002912,R013,D0010,V1,S1,2026-07-09T08:15:00,2026-07-09T08:15:24,2026-07-09T09:00:00,2026-07-09T09:00:00,11.1,245.3,cab,completed
T002913,R013,D0103,V5,S1,2026-07-09T08:15:00,2026-07-09T08:33:42,2026-07-09T09:00:00,2026-07-09T09:15:03.438122,11.5,241.8,cab,completed
T002914,R013,D0112,V1,S1,2026-07-09T08:15:00,2026-07-09T08:24:00,2026-07-09T09:00:00,2026-07-09T09:04:01.514615,11.6,243.6,cab,completed
T002915,R013,D0022,V5,S1,2026-07-09T08:15:00,2026-07-09T08:18:42,2026-07-09T09:00:00,2026-07-09T09:00:22.766913,10.7,241.3,cab,completed
T002916,R013,D0088,V5,S1,2026-07-09T08:15:00,2026-07-09T08:15:42,2026-07-09T09:00:00,2026-07-09T09:00:00,10.8,231.3,cab,completed
T002917,R013,D0103,V5,S1,2026-07-09T08:15:00,2026-07-09T08:19:30,2026-07-09T09:00:00,2026-07-09T09:01:47.008058,11.2,240.9,cab,completed
T002918,R013,D0079,V3,S1,2026-07-09T08:15:00,2026-07-09T08:18:48,2026-07-09T09:00:00,2026-07-09T09:01:06.563802,11.4,253.5,cab,completed
T002919,R013,D0042,V5,S1,2026-07-09T08:15:00,2026-07-09T08:21:54,2026-07-09T09:00:00,2026-07-09T09:03:28.961896,11.4,242.7,cab,completed
T002920,R018,D0022,V5,S1,2026-07-09T08:15:00,2026-07-09T08:24:36,2026-07-09T09:00:00,2026-07-09T09:08:15.405653,14.3,94.4,shuttle,completed
T002921,R018,D0084,V4,S1,2026-07-09T08:15:00,2026-07-09T08:27:42,2026-07-09T09:00:00,2026-07-09T09:09:00.047072,14.5,89.0,shuttle,completed
T002922,R018,D0088,V5,S1,2026-07-09T08:15:00,2026-07-09T08:24:06,2026-07-09T09:00:00,2026-07-09T09:08:32.169225,15.8,97.5,shuttle,completed
T002923,R020,D0005,V1,S1,2026-07-09T08:15:00,2026-07-09T08:24:18,2026-07-09T09:00:00,2026-07-09T09:04:36.765527,9.8,158.9,nodal,completed
T002924,R020,D0106,V2,S1,2026-07-09T08:15:00,2026-07-09T08:21:12,2026-07-09T09:00:00,2026-07-09T09:02:46.478722,10.3,151.2,nodal,completed
T002925,R020,D0020,V2,S1,2026-07-09T08:15:00,2026-07-09T08:30:12,2026-07-09T09:00:00,2026-07-09T09:11:24.027128,10.2,143.2,nodal,completed
T002926,R020,D0024,V1,S1,2026-07-09T08:15:00,2026-07-09T08:15:06,2026-07-09T09:00:00,2026-07-09T09:00:00,10.8,156.0,nodal,completed
T002927,R020,D0111,V1,S1,2026-07-09T08:15:00,2026-07-09T08:18:00,2026-07-09T09:00:00,2026-07-09T09:02:27.270662,10.0,132.5,nodal,completed
T002928,R020,D0057,V2,S1,2026-07-09T08:15:00,2026-07-09T08:35:54,2026-07-09T09:00:00,2026-07-09T09:17:48.964788,9.6,128.2,nodal,completed
T002929,R022,D0098,V5,S1,2026-07-09T08:15:00,2026-07-09T08:21:42,2026-07-09T09:00:00,2026-07-09T09:02:01.220374,16.6,313.7,cab,completed
T002930,R022,D0050,V5,S1,2026-07-09T08:15:00,2026-07-09T08:25:36,2026-07-09T09:00:00,2026-07-09T09:09:05.631101,16.4,322.3,cab,completed
T002931,R022,D0033,V1,S1,2026-07-09T08:15:00,2026-07-09T08:17:48,2026-07-09T09:00:00,2026-07-09T09:01:02.706160,17.6,329.3,cab,completed
T002932,R022,D0010,V1,S1,2026-07-09T08:15:00,2026-07-09T08:23:12,2026-07-09T09:00:00,2026-07-09T09:08:01.666913,16.3,318.8,cab,completed
T002933,R022,D0031,V3,S1,2026-07-09T08:15:00,2026-07-09T08:24:12,2026-07-09T09:00:00,2026-07-09T09:04:15.389925,17.4,326.1,cab,completed
T002934,R022,D0095,V3,S1,2026-07-09T08:15:00,2026-07-09T08:15:18,2026-07-09T09:00:00,2026-07-09T09:00:00,16.8,341.4,cab,completed
T002935,R022,D0116,V5,S1,2026-07-09T08:15:00,2026-07-09T08:16:06,2026-07-09T09:00:00,2026-07-09T09:01:05.542492,17.2,333.2,cab,completed
T002936,R022,D0027,V3,S1,2026-07-09T08:15:00,2026-07-09T08:16:18,2026-07-09T09:00:00,2026-07-09T09:00:00,18.2,338.7,cab,completed
T002937,R022,D0095,V3,S1,2026-07-09T08:15:00,2026-07-09T08:15:36,2026-07-09T09:00:00,2026-07-09T09:00:00,16.5,321.0,cab,completed
T002938,R022,D0052,V1,S1,2026-07-09T08:15:00,2026-07-09T08:23:30,2026-07-09T09:00:00,2026-07-09T09:04:39.652973,17.2,322.2,cab,completed
T002939,R022,D0069,V5,S1,2026-07-09T08:15:00,2026-07-09T08:18:24,2026-07-09T09:00:00,2026-07-09T09:00:49.496016,17.2,331.7,cab,completed
T002940,R022,D0079,V3,S1,2026-07-09T08:15:00,2026-07-09T08:18:00,2026-07-09T09:00:00,2026-07-09T09:00:00,16.9,323.7,cab,completed
T002941,R003,D0087,V2,S2,2026-07-09T10:15:00,2026-07-09T10:19:54,2026-07-09T11:00:00,2026-07-09T11:04:05.852300,23.6,138.0,shuttle,completed
T002942,R003,D0001,V2,S2,2026-07-09T10:15:00,2026-07-09T10:26:36,2026-07-09T11:00:00,2026-07-09T11:09:15.238707,21.8,138.4,shuttle,completed
T002943,R006,D0078,V2,S2,2026-07-09T10:15:00,2026-07-09T10:16:48,2026-07-09T11:00:00,2026-07-09T11:00:00,19.7,132.6,shuttle,completed
T002944,R006,D0041,V4,S2,2026-07-09T10:15:00,2026-07-09T10:23:06,2026-07-09T11:00:00,2026-07-09T11:06:41.540117,18.2,112.4,shuttle,completed
T002945,R008,D0017,V2,S2,2026-07-09T10:15:00,2026-07-09T10:24:00,2026-07-09T11:00:00,2026-07-09T11:06:21.300884,9.1,135.5,nodal,completed
T002946,R008,D0080,V1,S2,2026-07-09T10:15:00,,2026-07-09T11:00:00,2026-07-09T11:00:00,8.7,133.6,nodal,completed
T002947,R008,D0086,V1,S2,2026-07-09T10:15:00,2026-07-09T10:24:18,2026-07-09T11:00:00,2026-07-09T11:06:56.594220,9.2,141.1,nodal,completed
T002948,R011,D0111,V1,S2,2026-07-09T10:15:00,2026-07-09T10:33:48,2026-07-09T11:00:00,2026-07-09T11:16:59.115252,8.0,128.8,nodal,completed
T002949,R011,D0005,V1,S2,2026-07-09T10:15:00,2026-07-09T10:17:54,2026-07-09T11:00:00,2026-07-09T11:00:00,8.6,124.7,nodal,completed
T002950,R011,D0024,V1,S2,2026-07-09T10:15:00,2026-07-09T10:23:00,2026-07-09T11:00:00,2026-07-09T11:07:32.100003,8.1,114.7,nodal,completed
T002951,R011,D0072,V2,S2,2026-07-09T10:15:00,2026-07-09T10:22:36,2026-07-09T11:00:00,2026-07-09T11:03:36.496426,8.2,126.3,nodal,completed
T002952,R013,D0056,V1,S2,2026-07-09T10:15:00,2026-07-09T10:16:36,2026-07-09T11:00:00,2026-07-09T11:00:00,11.7,254.0,cab,completed
T002953,R013,D0088,V5,S2,2026-07-09T10:15:00,2026-07-09T10:18:48,2026-07-09T11:00:00,2026-07-09T11:01:20.247359,10.9,236.8,cab,completed
T002954,R013,D0071,V5,S2,2026-07-09T10:15:00,2026-07-09T10:19:18,2026-07-09T11:00:00,2026-07-09T11:01:55.691822,10.5,239.5,cab,completed
T002955,R013,D0060,V3,S2,2026-07-09T10:15:00,2026-07-09T10:16:12,2026-07-09T11:00:00,2026-07-09T11:01:03.521730,10.5,230.8,cab,completed
T002956,R013,D0103,V5,S2,2026-07-09T10:15:00,2026-07-09T10:16:24,2026-07-09T11:00:00,2026-07-09T11:00:00,11.0,238.8,cab,completed
T002957,R013,D0045,V1,S2,2026-07-09T10:15:00,2026-07-09T10:16:12,2026-07-09T11:00:00,2026-07-09T11:00:06.239959,10.9,233.5,cab,completed
T002958,R013,D0015,V1,S2,2026-07-09T10:15:00,2026-07-09T10:21:12,2026-07-09T11:00:00,2026-07-09T11:03:06.250602,11.3,244.3,cab,completed
T002959,R013,D0069,V5,S2,2026-07-09T10:15:00,2026-07-09T10:18:36,2026-07-09T11:00:00,2026-07-09T11:01:47.157448,11.8,246.8,cab,completed
T002960,R018,D0109,V4,S2,2026-07-09T10:15:00,2026-07-09T10:28:06,2026-07-09T11:00:00,2026-07-09T11:11:15.163574,14.4,102.8,shuttle,completed
T002961,R018,D0120,V5,S2,2026-07-09T10:15:00,2026-07-09T10:15:06,2026-07-09T11:00:00,2026-07-09T11:00:00,15.7,117.3,shuttle,completed
T002962,R020,D0005,V1,S2,2026-07-09T10:15:00,2026-07-09T10:22:06,2026-07-09T11:00:00,2026-07-09T11:06:51.411484,10.3,149.4,nodal,completed
T002963,R020,D0033,V1,S2,2026-07-09T10:15:00,2026-07-09T10:39:06,2026-07-09T11:00:00,2026-07-09T11:19:07.859656,10.4,141.5,nodal,completed
