trip_id,delay_minutes,delay_reason_code
T002397,1.4,
T002398,5.5,traffic
T002399,4.5,driver_late
T002400,0.7,
T002401,2.6,traffic
T002402,24.9,traffic
T002403,6.6,traffic
T002404,0.3,
T002405,12.7,route_change
T002406,6.6,traffic
T002407,10.5,traffic
T002408,17.2,route_change
T002409,7.8,driver_late
T002410,2.9,route_change
T002411,20.8,route_change
T002412,9.1,driver_late
T002413,0.7,
T002414,3.8,vehicle_issue
T002415,0.9,
T002416,1.2,
T002417,4.9,traffic
T002418,12.5,traffic
T002419,3.6,vehicle_issue
T002420,14.7,traffic
T002421,0.7,
T002422,6.5,traffic
T002423,7.0,route_change
T002424,1.5,
T002425,8.8,route_change
T002426,1.8,
T002427,27.3,driver_late
T002428,7.6,vehicle_issue
T002429,2.1,route_change
T002430,2.6,driver_late
T002431,0.1,
T002432,0.9,
T002433,7.3,route_change
T002434,2.1,driver_late
T002435,0.2,
T002436,1.2,
T002437,0.1,
T002438,30.7,driver_late
T002439,0.4,
T002440,5.7,traffic
T002441,1.6,
T002442,6.4,vehicle_issue
T002443,3.7,traffic
T002444,0.9,
T002445,3.0,unknown
T002446,7.0,driver_late
T002447,1.0,
T002448,0.2,
T002449,2.9,driver_late
T002450,3.5,traffic
T002451,2.3,vehicle_issue
T002452,5.0,route_change
T002453,1.4,
T002454,0.4,
T002455,17.2,vehicle_issue
T002456,13.4,traffic
T002457,9.9,vehicle_issue
T002458,5.1,traffic
T002459,1.5,
T002460,15.9,traffic
T002461,12.2,driver_late
T002462,3.1,vehicle_issue
T002463,9.1,unknown
T002464,5.0,driver_late
T002465,4.7,driver_late
T002466,4.6,traffic
T002467,1.3,
T002468,3.0,driver_late
T002469,3.7,driver_late
T002470,2.7,traffic
T002471,0.5,
T002472,0.6,
T002473,3.8,unknown
T002474,8.4,driver_late
T002475,9.5,vehicle_issue
T002476,1.5,
T002477,11.6,traffic
T002478,4.9,vehicle_issue
T002479,4.6,driver_late
T002480,5.2,vehicle_issue
T002481,3.0,traffic
T002482,1.6,
T002483,4.0,traffic
T002484,2.7,traffic
T002485,9.5,traffic
T002486,0.2,
T002487,1.5,
T002488,15.1,driver_late
T002489,0.9,
T002490,3.7,traffic
T002491,1.7,
T002492,0.4,
T002493,3.9,driver_late
T002494,1.3,
T002495,21.0,traffic
T002496,2.5,traffic
T002497,4.3,vehicle_issue
T002498,5.3,traffic
T002499,14.6,driver_late
T002500,2.5,vehicle_issue
T002501,11.3,route_change
T002502,1.1,
T002503,3.6,driver_late
T002504,2.8,vehicle_issue
T002505,8.8,traffic
T002506,9.6,traffic
T002507,5.5,traffic
T002508,1.3,
T002509,6.9,traffic
T002510,0.1,
T002511,1.4,
T002512,1.1,
T002513,4.4,traffic
T002514,6.2,driver_late
T002515,0.1,
T002516,0.1,
T002517,4.0,traffic
T002518,4.1,unknown
T002519,5.1,traffic
T002520,5.3,vehicle_issue
T002521,17.9,traffic
T002522,5.4,route_change
T002523,0.6,
T002524,0.2,
T002525,0.8,
T002526,2.0,
T002527,8.2,traffic
T002528,10.6,unknown
T002529,4.8,traffic
T002530,3.8,traffic
T002531,4.5,vehicle_issue
T002532,2.2,driver_late
T002533,2.8,traffic
T002534,10.8,traffic
T002535,0.2,
T002536,2.5,route_change
T002537,7.9,route_change
T002538,1.7,
T002539,12.9,driver_late
T002540,12.9,driver_late
T002541,0.7,
T002542,5.3,driver_late
T002543,17.7,traffic
T002544,0.3,
T002545,2.6,traffic
T002546,20.1,driver_late
T002547,9.6,vehicle_issue
T002548,0.3,
T002549,1.9,
T002550,5.5,vehicle_issue
T002551,2.5,driver_late
T002552,13.8,vehicle_issue
T002553,0.3,
T002554,6.4,traffic
T002555,3.5,driver_late
T002556,3.0,vehicle_issue
T002557,10.4,traffic
T002558,3.1,vehicle_issue
T002559,8.9,driver_late
T002560,13.5,route_change
T002561,2.7,vehicle_issue
T002562,9.7,driver_late
T002563,1.9,
T002564,6.5,driver_late
T002565,7.7,vehicle_issue
T002566,5.4,driver_late
T002567,2.4,vehicle_issue
T002568,8.0,driver_late
T002569,2.3,vehicle_issue
T002570,10.6,traffic
T002571,2.9,vehicle_issue
T002572,6.1,traffic
T002573,1.1,
T002574,18.4,vehicle_issue
T002575,2.9,driver_late
T002576,2.7,unknown
T002577,0.4,
T002578,9.9,driver_late
T002579,1.1,
T002580,3.2,traffic
T002581,2.2,driver_late
T002582,5.7,traffic
T002583,4.6,traffic
T002584,10.9,unknown
T002585,2.7,traffic
T002586,5.6,traffic
T002587,7.1,traffic
T002588,6.9,traffic
T002589,11.1,traffic
T002590,7.2,route_change
T002591,5.7,traffic
T002592,2.8,traffic
T002593,7.7,driver_late
T002594,3.7,route_change
T002595,1.9,
T002596,2.1,traffic
T002597,1.8,
T002598,0.0,
T002599,11.6,route_change
T002600,19.4,unknown
T002601,1.6,
T002602,3.8,driver_late
T002603,3.3,traffic
T002604,0.9,
T002605,12.8,traffic
T002606,5.7,driver_late
T002607,1.8,
T002608,6.7,driver_late
T002609,0.4,
T002610,6.5,vehicle_issue
T002611,10.0,driver_late
T002612,9.5,traffic
T002613,2.0,
T002614,9.0,route_change
T002615,11.2,unknown
T002616,9.5,traffic
T002617,2.8,driver_late
T002618,5.1,vehicle_issue
T002619,0.2,
T002620,6.9,traffic
T002621,12.7,traffic
T002622,3.4,traffic
T002623,12.6,driver_late
T002624,0.4,
T002625,1.1,
T002626,0.0,
T002627,2.1,unknown
T002628,5.4,driver_late
T002629,0.0,
T002630,8.5,driver_late
T002631,0.9,
T002632,4.3,route_change
T002633,4.6,driver_late
T002634,11.2,vehicle_issue
T002635,2.6,traffic
T002636,0.8,
T002637,6.1,driver_late
T002638,0.2,
T002639,17.0,traffic
T002640,8.0,traffic
T002641,2.6,route_change
T002642,10.4,unknown
T002643,3.3,driver_late
T002644,7.1,traffic
T002645,0.3,
T002646,2.8,driver_late
T002647,1.0,
T002648,10.9,driver_late
T002649,4.1,unknown
T002650,4.5,unknown
T002651,13.7,traffic
T002652,11.2,traffic
T002653,5.0,driver_late
T002654,17.0,vehicle_issue
T002655,6.7,vehicle_issue
T002656,0.5,
T002657,4.0,vehicle_issue
T002658,6.2,driver_late
T002659,5.4,unknown
T002660,7.7,traffic
T002661,5.6,traffic
T002662,2.8,driver_late
T002663,4.3,traffic
T002664,3.4,vehicle_issue
T002665,37.8,driver_late
T002666,23.9,driver_late
T002667,1.7,
T002668,10.2,traffic
T002669,1.2,
T002670,0.9,
T002671,0.3,
T002672,7.3,traffic
T002673,1.2,
T002674,2.7,traffic
T002675,3.8,route_change
T002676,4.2,unknown
T002677,1.0,
T002678,3.2,traffic
T002679,1.9,
T002680,19.1,traffic
T002681,1.6,
T002682,3.3,traffic
T002683,3.1,vehicle_issue
T002684,7.4,traffic
T002685,6.6,traffic
T002686,1.7,
T002687,6.2,unknown
T002688,1.1,
T002689,4.8,driver_late
T002690,1.5,
T002691,1.4,
T002692,7.1,driver_late
T002693,2.6,unknown
T002694,0.4,
T002695,2.5,driver_late
T002696,0.1,
T002697,4.1,vehicle_issue
T002698,2.6,driver_late
T002699,0.9,
T002700,42.1,traffic
T002701,6.3,traffic
T002702,5.4,unknown
T002703,1.2,
T002704,3.4,traffic
T002705,5.3,unknown
T002706,20.5,traffic
T002707,3.8,vehicle_issue
T002708,0.2,
T002709,13.6,route_change
T002710,0.8,
T002711,2.4,traffic
T002712,5.7,unknown
T002713,5.5,vehicle_issue
T002714,2.0,
T002715,3.6,driver_late
T002716,3.9,driver_late
T002717,8.0,traffic
T002718,2.3,route_change
T002719,7.1,traffic
T002720,2.7,vehicle_issue
T002721,1.2,
T002722,7.2,traffic
T002723,3.7,driver_late
T002724,1.3,
T002725,10.8,driver_late
T002726,2.7,driver_late
T002727,13.2,vehicle_issue
T002728,1.0,
T002729,4.4,unknown
T002730,7.6,unknown
T002731,9.1,traffic
T002732,7.6,traffic
T002733,7.4,traffic
T002734,7.1,driver_late
T002735,3.0,vehicle_issue
T002736,3.7,driver_late
T002737,12.2,driver_late
T002738,2.3,traffic
T002739,5.1,traffic
T002740,3.8,traffic
T002741,0.4,
T002742,10.2,traffic
T002743,6.0,route_change
T002744,14.7,traffic
T002745,4.2,route_change
T002746,4.9,driver_late
T002747,12.2,traffic
T002748,0.6,
T002749,6.9,driver_late
T002750,11.6,vehicle_issue
T002751,19.5,traffic
T002752,0.2,
T002753,0.3,
T002754,0.3,
T002755,3.9,route_change
T002756,1.4,
T002757,1.4,
T002758,8.5,traffic
T002759,1.5,
T002760,0.8,
T002761,4.2,route_change
T002762,1.1,
T002763,1.0,
T002764,1.8,
T002765,2.6,vehicle_issue
T002766,6.3,traffic
T002767,7.6,route_change
T002768,5.9,traffic
T002769,0.1,
T002770,1.7,
T002771,10.7,vehicle_issue
T002772,2.4,traffic
T002773,18.3,driver_late
T002774,0.3,
T002775,4.2,route_change
T002776,3.2,traffic
T002777,2.5,driver_late
T002778,0.4,
T002779,2.6,vehicle_issue
T002780,9.4,traffic
T002781,1.6,
T002782,1.0,
T002783,15.6,traffic
T002784,0.8,
T002785,2.8,traffic
T002786,1.6,
T002787,4.9,unknown
T002788,17.9,unknown
T002789,14.7,traffic
T002790,0.4,
T002791,0.9,
T002792,1.6,
T002793,0.7,
T002794,7.3,driver_late
T002795,0.4,
T002796,3.1,traffic
T002797,15.1,traffic
T002798,7.1,traffic
T002799,8.8,driver_late
T002800,7.1,vehicle_issue
T002801,3.4,unknown
T002802,0.9,
T002803,2.9,route_change
T002804,8.4,traffic
T002805,2.4,traffic
T002806,1.4,
T002807,1.3,
T002808,0.6,
T002809,0.4,
T002810,11.4,unknown
T002811,7.0,driver_late
T002812,4.6,driver_late
T002813,5.8,vehicle_issue
T002814,0.9,
T002815,0.6,
T002816,2.9,unknown
T002817,2.8,traffic
T002818,4.6,vehicle_issue
T002819,1.8,
T002820,6.6,route_change
T002821,1.5,
T002822,2.1,traffic
T002823,10.6,traffic
T002824,10.6,traffic
T002825,14.1,driver_late
T002826,1.5,
T002827,13.4,unknown
T002828,15.4,traffic
T002829,1.1,
T002830,4.4,traffic
T002831,4.7,unknown
T002832,13.4,vehicle_issue
T002833,0.5,
T002834,13.2,driver_late
T002835,12.6,traffic
T002836,1.0,
T002837,1.1,
T002838,13.1,driver_late
T002839,5.6,driver_late
T002840,2.5,traffic
T002841,0.8,
T002842,5.3,route_change
T002843,11.5,driver_late
T002844,2.6,driver_late
T002845,5.0,driver_late
T002846,3.2,traffic
T002847,0.9,
T002848,20.2,traffic
T002849,0.4,
T002850,0.2,
T002851,6.2,vehicle_issue
T002852,3.7,driver_late
T002853,0.8,
T002854,14.8,route_change
T002855,12.1,traffic
T002856,6.2,unknown
T002857,5.3,unknown
T002858,19.0,route_change
T002859,0.9,
T002860,1.5,
T002861,0.3,
T002862,5.2,driver_late
T002863,3.3,driver_late
T002864,0.6,
T002865,12.7,vehicle_issue
T002866,3.0,driver_late
T002867,20.7,unknown
T002868,7.8,route_change
T002869,4.8,vehicle_issue
T002870,6.2,traffic
T002871,1.2,
T002872,7.7,driver_late
T002873,6.0,route_change
T002874,11.5,vehicle_issue
T002875,1.8,
T002876,11.5,vehicle_issue
T002877,7.3,driver_late
T002878,5.0,vehicle_issue
T002879,0.5,
T002880,10.0,vehicle_issue
T002881,1.0,
T002882,24.7,traffic
T002883,1.2,
T002884,18.3,traffic
T002885,4.4,driver_late
T002886,2.2,traffic
T002887,3.4,traffic
T002888,9.2,unknown
T002889,1.4,
T002890,5.8,traffic
T002891,6.0,driver_late
T002892,0.9,
T002893,1.9,
T002894,4.6,vehicle_issue
T002895,4.6,driver_late
T002896,18.4,driver_late
T002897,2.2,traffic
T002898,0.3,
T002899,2.1,traffic
T002900,9.1,traffic
T002901,7.0,unknown
T002902,1.3,
T002903,4.5,traffic
T002904,13.2,unknown
T002905,4.2,unknown
T002906,1.8,
T002907,4.2,unknown
T002908,11.7,vehicle_issue
T002909,6.5,traffic
T002910,10.3,traffic
T002911,1.8,
T002912,0.4,
T002913,18.7,traffic
T002914,9.0,traffic
T002915,3.7,traffic
T002916,0.7,
T002917,4.5,vehicle_issue
T002918,3.8,vehicle_issue
T002919,6.9,traffic
T002920,9.6,traffic
T002921,12.7,route_change
T002922,9.1,traffic
T002923,9.3,unknown
T002924,6.2,vehicle_issue
T002925,15.2,driver_late
T002926,0.1,
T002927,3.0,traffic
T002928,20.9,vehicle_issue
T002929,6.7,route_change
T002930,10.6,route_change
T002931,2.8,route_change
T002932,8.2,vehicle_issue
T002933,9.2,driver_late
T002934,0.3,
T002935,1.1,
T002936,1.3,
T002937,0.6,
T002938,8.5,route_change
T002939,3.4,driver_late
T002940,3.0,unknown
T002941,4.9,vehicle_issue
T002942,11.6,traffic
T002943,1.8,
T002944,8.1,traffic
T002945,9.0,traffic
T002946,1.8,
T002947,9.3,traffic
T002948,18.8,traffic
T002949,2.9,driver_late
T002950,8.0,traffic
T002951,7.6,traffic
T002952,1.6,
T002953,3.8,traffic
T002954,4.3,vehicle_issue
T002955,1.2,
T002956,1.4,
T002957,1.2,
T002958,6.2,traffic
T002959,3.6,traffic
T002960,13.1,driver_late
T002961,0.1,
T002962,7.1,driver_late
T002963,24.1,unknown
T002964,9.6,driver_late
T002965,10.0,vehicle_issue
T002966,6.7,traffic
T002967,2.7,unknown
T002968,2.5,driver_late
T002969,1.3,
T002970,0.1,
T002971,25.1,unknown
T002972,5.0,driver_late
T002973,1.7,
T002974,3.7,traffic
T002975,4.9,traffic
T002976,35.4,vehicle_issue
T002977,7.3,traffic
T002978,5.7,unknown
T002979,2.4,driver_late
T002980,5.2,traffic
T002981,6.8,unknown
T002982,10.0,traffic
T002983,0.1,
T002984,4.2,unknown
T002985,6.1,vehicle_issue
T002986,6.7,traffic
T002987,1.9,
T002988,10.6,traffic
T002989,0.0,
T002990,4.0,unknown
T002991,2.2,traffic
T002992,0.3,
T002993,0.4,
T002994,1.4,
T002995,0.5,
T002996,8.1,unknown
T002997,0.4,
T002998,15.1,traffic
T002999,1.9,
T003000,0.5,
T003001,2.6,unknown
T003002,2.1,vehicle_issue
T003003,0.6,
T003004,0.5,
T003005,4.9,traffic
T003006,1.0,
T003007,1.2,
T003008,0.7,
T003009,2.1,traffic
T003010,2.2,vehicle_issue
T003011,8.3,traffic
T003012,16.0,driver_late
T003013,2.1,unknown
T003014,6.9,traffic
T003015,13.1,traffic
T003016,3.8,vehicle_issue
T003017,3.8,traffic
T003018,3.4,vehicle_issue
T003019,5.3,traffic
T003020,18.2,driver_late
T003021,2.7,traffic
T003022,9.2,vehicle_issue
T003023,9.1,route_change
T003024,2.8,vehicle_issue
T003025,0.3,
T003026,10.8,traffic
T003027,3.1,driver_late
T003028,7.4,traffic
T003029,5.5,traffic
T003030,2.9,traffic
T003031,3.7,vehicle_issue
T003032,2.3,vehicle_issue
T003033,3.1,traffic
T003034,0.7,
T003035,2.7,vehicle_issue
T003036,0.7,
T003037,6.0,traffic
T003038,6.7,driver_late
T003039,9.9,traffic
T003040,14.5,traffic
T003041,1.5,
T003042,11.9,traffic
T003043,6.4,vehicle_issue
T003044,0.3,
T003045,5.6,traffic
T003046,12.1,driver_late
T003047,0.3,
T003048,8.9,driver_late
T003049,10.5,unknown
T003050,5.8,driver_late
T003051,7.9,traffic
T003052,4.6,driver_late
T003053,2.0,
T003054,0.1,
T003055,0.5,
T003056,4.8,traffic
T003057,4.1,vehicle_issue
T003058,4.8,route_change
T003059,2.8,traffic
T003060,3.7,vehicle_issue
T003061,8.2,traffic
T003062,2.6,driver_late
T003063,0.8,
T003064,10.7,traffic
T003065,6.3,driver_late
T003066,1.2,
T003067,2.3,traffic
T003068,5.2,driver_late
T003069,13.4,traffic
T003070,1.3,
T003071,2.2,driver_late
T003072,5.0,traffic
T003073,7.1,traffic
T003074,10.4,unknown
T003075,3.9,route_change
T003076,9.1,driver_late
T003077,1.1,
T003078,0.2,
T003079,5.5,traffic
T003080,4.2,vehicle_issue
T003081,4.5,driver_late
T003082,0.1,
T003083,0.1,
T003084,8.1,traffic
T003085,8.7,route_change
T003086,0.6,
T003087,4.2,vehicle_issue
T003088,0.2,
T003089,3.4,driver_late
T003090,2.0,
T003091,3.4,unknown
T003092,3.9,traffic
T003093,2.4,traffic
T003094,1.2,
T003095,2.0,
T003096,15.9,traffic
T003097,3.9,unknown
T003098,4.3,route_change
T003099,7.7,traffic
T003100,16.0,traffic
T003101,0.5,
T003102,9.5,traffic
T003103,4.7,traffic
T003104,2.2,traffic
T003105,3.1,traffic
T003106,5.0,driver_late
T003107,8.2,driver_late
T003108,6.6,traffic
T003109,9.7,unknown
T003110,0.2,
T003111,10.2,traffic
T003112,6.1,route_change
T003113,22.3,driver_late
T003114,4.4,vehicle_issue
T003115,1.8,
T003116,10.4,traffic
T003117,2.9,route_change
T003118,9.3,vehicle_issue
T003119,0.2,
T003120,1.1,
T003121,6.2,route_change
T003122,4.4,unknown
T003123,4.5,route_change
T003124,0.2,
T003125,0.3,
T003126,0.3,
T003127,4.1,driver_late
T003128,3.3,traffic
T003129,19.5,driver_late
T003130,2.5,traffic
T003131,1.1,
T003132,2.5,route_change
T003133,9.3,driver_late
T003134,4.2,driver_late
T003135,1.2,
T003136,2.4,traffic
T003137,2.0,
T003138,4.4,traffic
T003139,1.8,
T003140,7.2,driver_late
T003141,2.5,traffic
T003142,22.4,route_change
T003143,2.8,vehicle_issue
T003144,13.2,driver_late
T003145,1.1,
T003146,5.2,vehicle_issue
T003147,30.1,route_change
T003148,0.7,
T003149,2.3,unknown
T003150,5.8,traffic
T003151,7.0,traffic
T003152,2.3,driver_late
T003153,2.6,driver_late
T003154,2.9,unknown
T003155,1.3,
T003156,0.4,
T003157,0.2,
T003158,7.1,driver_late
T003159,0.0,
T003160,1.6,
T003161,9.4,traffic
T003162,20.0,route_change
T003163,0.1,
T003164,8.4,route_change
T003165,0.1,
T003166,1.3,
T003167,1.3,
T003168,10.3,unknown
T003169,2.9,traffic
T003170,0.6,
T003171,12.3,vehicle_issue
T003172,6.7,unknown
T003173,12.2,vehicle_issue
T003174,3.9,unknown
T003175,3.5,driver_late
T003176,3.3,unknown
T003177,0.4,
T003178,5.5,vehicle_issue
T003179,26.0,vehicle_issue
T003180,1.7,
T003181,3.9,traffic
T003182,13.0,vehicle_issue
T003183,6.8,traffic
T003184,2.4,driver_late
T003185,6.4,driver_late
T003186,9.8,traffic
T003187,1.5,
T003188,7.7,driver_late
T003189,0.3,
T003190,2.5,driver_late
T003191,2.4,traffic
T003192,3.2,unknown
T003193,1.8,
T003194,15.3,vehicle_issue
T003195,12.6,traffic
T003196,0.6,
T003197,1.7,
T003198,0.3,
T003199,1.5,
T003200,1.4,
T003201,11.1,unknown
T003202,2.9,driver_late
T003203,10.3,unknown
T003204,8.3,driver_late
T003205,3.0,driver_late
T003206,7.2,vehicle_issue
T003207,1.3,
T003208,4.4,driver_late
T003209,0.8,
T003210,1.4,
T003211,18.2,unknown
T003212,0.8,
T003213,7.3,traffic
T003214,6.4,traffic
T003215,8.8,unknown
T003216,1.1,
T003217,3.7,driver_late
T003218,8.2,driver_late
T003219,5.0,route_change
T003220,6.2,driver_late
T003221,0.7,
T003222,9.8,driver_late
T003223,8.5,driver_late
T003224,8.0,traffic
T003225,29.6,traffic
T003226,1.5,
T003227,2.1,vehicle_issue
T003228,8.7,unknown
T003229,0.6,
T003230,4.4,traffic
T003231,3.9,driver_late
T003232,0.8,
T003233,6.1,unknown
T003234,6.4,traffic
T003235,13.7,unknown
T003236,0.2,
T003237,13.8,vehicle_issue
T003238,38.6,driver_late
T003239,9.7,vehicle_issue
T003240,9.2,driver_late
T003241,0.9,
T003242,2.5,traffic
T003243,2.6,vehicle_issue
T003244,3.2,driver_late
T003245,3.1,vehicle_issue
T003246,4.7,traffic
T003247,0.5,
T003248,6.0,traffic
T003249,0.5,
T003250,0.6,
T003251,7.7,vehicle_issue
T003252,4.5,vehicle_issue
T003253,0.5,
T003254,4.5,driver_late
T003255,2.7,driver_late
T003256,1.5,
T003257,1.7,
T003258,1.7,
T003259,11.3,driver_late
T003260,2.1,unknown
T003261,1.3,
T003262,12.5,unknown
T003263,3.3,vehicle_issue
T003264,0.7,
T003265,16.0,traffic
T003266,2.9,unknown
T003267,0.4,
T003268,7.0,traffic
T003269,11.8,traffic
T003270,2.9,vehicle_issue
T003271,6.2,traffic
T003272,5.6,driver_late
T003273,6.5,vehicle_issue
T003274,0.9,
T003275,11.2,driver_late
T003276,0.6,
T003277,1.5,
T003278,1.4,
T003279,1.6,
T003280,0.7,
T003281,8.6,driver_late
T003282,2.1,route_change
T003283,1.2,
T003284,17.8,traffic
T003285,3.3,driver_late
T003286,5.5,traffic
T003287,0.0,
T003288,10.3,vehicle_issue
T003289,2.3,traffic
T003290,2.6,vehicle_issue
T003291,1.1,
T003292,2.0,
T003293,2.8,route_change
T003294,18.2,traffic
T003295,0.8,
T003296,6.3,traffic
T003297,4.1,traffic
T003298,1.2,
T003299,0.8,
T003300,3.0,vehicle_issue
T003301,2.4,traffic
T003302,3.2,unknown
T003303,15.2,driver_late
T003304,6.8,driver_late
T003305,12.3,route_change
T003306,24.4,vehicle_issue
T003307,6.6,driver_late
T003308,1.6,
T003309,3.9,traffic
T003310,0.4,
T003311,1.8,
T003312,8.4,traffic
T003313,0.6,
T003314,2.6,driver_late
T003315,1.1,
T003316,1.5,
T003317,0.4,
T003318,7.9,traffic
T003319,0.4,
T003320,10.4,traffic
T003321,13.8,traffic
T003322,5.9,vehicle_issue
T003323,1.9,
T003324,3.2,vehicle_issue
T003325,2.9,traffic
T003326,0.7,
T003327,3.9,unknown
T003328,0.2,
T003329,1.8,
T003330,4.0,traffic
T003331,2.6,driver_late
T003332,1.5,
T003333,10.8,traffic
T003334,1.4,
T003335,0.0,
T003336,0.3,
T003337,8.5,traffic
T003338,4.1,traffic
T003339,1.8,
T003340,6.0,traffic
T003341,1.7,
T003342,1.3,
T003343,4.5,traffic
T003344,0.8,
T003345,6.2,driver_late
T003346,2.5,driver_late
T003347,8.6,driver_late
T003348,3.1,driver_late
T003349,5.1,driver_late
T003350,0.3,
T003351,0.1,
T003352,3.9,driver_late
T003353,0.8,
T003354,5.7,vehicle_issue
T003355,0.4,
T003356,2.6,traffic
T003357,43.5,unknown
T003358,3.2,driver_late
T003359,7.0,unknown
T003360,58.5,vehicle_issue
T003361,5.1,vehicle_issue
T003362,4.3,route_change
T003363,22.4,traffic
T003364,25.2,driver_late
T003365,1.5,
T003366,5.2,unknown
T003367,3.3,traffic
T003368,11.0,vehicle_issue
T003369,4.9,driver_late
T003370,25.1,traffic
T003371,8.9,vehicle_issue
T003372,1.1,
T003373,4.8,traffic
T003374,0.1,
T003375,2.4,vehicle_issue
T003376,1.3,
T003377,0.1,
T003378,8.6,driver_late
T003379,0.1,
T003380,2.8,traffic
T003381,0.7,
T003382,0.3,
T003383,2.5,driver_late
T003384,1.3,
T003385,4.7,driver_late
T003386,0.3,
T003387,3.5,traffic
T003388,14.0,traffic
T003389,0.2,
T003390,13.4,driver_late
T003391,13.6,traffic
T003392,1.6,
T003393,4.1,traffic
T003394,9.7,driver_late
T003395,4.7,traffic
T003396,6.7,vehicle_issue
T003397,4.8,unknown
T003398,1.9,
T003399,0.1,
T003400,2.8,route_change
T003401,2.7,route_change
T003402,4.2,traffic
T003403,23.9,traffic
T003404,29.0,vehicle_issue
T003405,8.8,traffic
T003406,2.8,traffic
T003407,0.6,
T003408,0.5,
T003409,24.7,driver_late
T003410,0.9,
T003411,11.6,vehicle_issue
T003412,2.4,vehicle_issue
T003413,9.2,traffic
T003414,0.9,
T003415,8.0,traffic
T003416,2.0,
T003417,1.8,
T003418,5.6,driver_late
T003419,0.5,
T003420,0.5,
T003421,0.0,
T003422,7.4,driver_late
T003423,9.3,driver_late
T003424,4.0,traffic
T003425,11.3,traffic
T003426,0.5,
T003427,0.8,
T003428,0.8,
T003429,1.4,
T003430,4.7,route_change
T003431,6.1,driver_late
T003432,4.6,driver_late
T003433,20.6,driver_late
T003434,0.4,
T003435,7.1,route_change
T003436,6.8,driver_late
T003437,1.2,
T003438,2.8,traffic
T003439,0.5,
T003440,2.5,traffic
T003441,2.5,vehicle_issue
T003442,4.5,unknown
T003443,3.1,driver_late
T003444,8.1,traffic
T003445,1.1,
T003446,1.5,
T003447,2.9,driver_late
T003448,0.7,
T003449,14.4,traffic
T003450,3.4,traffic
T003451,3.6,vehicle_issue
T003452,5.8,driver_late
T003453,4.7,driver_late
T003454,1.7,
T003455,0.0,
T003456,3.8,driver_late
T003457,3.5,driver_late
T003458,10.2,driver_late
T003459,1.3,
T003460,2.8,route_change
T003461,1.0,
T003462,0.3,
T003463,5.0,traffic
T003464,0.7,
T003465,0.8,
T003466,8.4,traffic
T003467,4.5,driver_late
T003468,0.2,
T003469,30.4,route_change
T003470,1.5,
T003471,1.1,
T003472,1.6,
T003473,2.9,traffic
T003474,5.5,driver_late
T003475,3.7,traffic
T003476,3.5,driver_late
T003477,7.9,traffic
T003478,0.4,
T003479,8.7,traffic
T003480,6.3,driver_late
T003481,1.5,
T003482,22.9,traffic
T003483,20.3,route_change
T003484,6.7,traffic
T003485,14.4,traffic
T003486,11.3,driver_late
T003487,4.6,driver_late
T003488,2.2,driver_late
T003489,8.4,unknown
T003490,12.8,traffic
T003491,0.9,
T003492,13.2,driver_late
T003493,2.1,vehicle_issue
T003494,3.8,driver_late
T003495,3.7,driver_late
T003496,1.5,
T003497,1.1,
T003498,5.9,route_change
T003499,14.2,driver_late
T003500,6.8,unknown
T003501,0.8,
T003502,3.4,traffic
T003503,4.5,driver_late
T003504,7.0,route_change
T003505,1.4,
T003506,4.7,driver_late
T003507,8.6,unknown
T003508,0.6,
T003509,2.0,
T003510,1.5,
T003511,1.6,
T003512,5.2,driver_late
T003513,1.5,
T003514,27.5,vehicle_issue
T003515,17.7,traffic
T003516,6.0,traffic
T003517,28.3,vehicle_issue
T003518,4.8,vehicle_issue
T003519,14.1,driver_late
T003520,1.7,
T003521,5.8,traffic
T003522,9.6,vehicle_issue
T003523,3.9,driver_late
T003524,8.9,driver_late
T003525,2.7,driver_late
T003526,7.7,driver_late
T003527,1.2,
T003528,2.6,driver_late
T003529,16.1,driver_late
T003530,6.1,route_change
T003531,13.3,traffic
T003532,16.9,route_change
T003533,9.9,traffic
T003534,8.4,traffic
T003535,3.7,traffic
T003536,4.7,traffic
T003537,1.5,
T003538,11.7,vehicle_issue
T003539,11.8,unknown
T003540,2.9,traffic
T003541,10.9,driver_late
T003542,7.6,driver_late
T003543,0.0,
T003544,15.0,traffic
T003545,2.9,traffic
T003546,0.5,
T003547,8.6,traffic
T003548,5.4,driver_late
T003549,17.5,vehicle_issue
T003550,0.7,
T003551,3.4,traffic
T003552,6.1,traffic
T003553,11.8,traffic
T003554,17.1,driver_late
T003555,1.8,
T003556,3.4,vehicle_issue
T003557,3.0,vehicle_issue
T003558,3.3,traffic
T003559,23.6,route_change
T003560,13.0,traffic
T003561,7.4,vehicle_issue
T003562,4.1,vehicle_issue
T003563,9.9,driver_late
T003564,9.4,traffic
T003565,1.2,
T003566,6.3,traffic
T003567,20.4,unknown
T003568,0.1,
T003569,4.4,vehicle_issue
T003570,4.8,traffic
T003571,0.2,
T003572,6.8,driver_late
T003573,0.7,
T003574,4.0,vehicle_issue
T003575,1.7,
T003576,3.7,traffic
T003577,2.7,vehicle_issue
T003578,5.4,traffic
T003579,4.8,traffic
T003580,3.5,route_change
T003581,6.0,driver_late
T003582,0.4,
T003583,0.8,
T003584,0.2,
T003585,16.0,traffic
T003586,4.2,vehicle_issue
T003587,9.0,route_change
T003588,0.4,
T003589,1.7,
T003590,2.5,traffic
T003591,4.1,route_change
